2026-08-29T07:55:01.728Z,2, 194006, 275040, 5, 196.42, 37;3, 70586, 275040, 0, 206.39, 44
2026-08-29T07:55:02.860Z,2, 194006, 275040, 6, 195.92, 37;3, 70586, 275040, 0, 205.96, 44
2026-08-29T07:55:03.941Z,2, 194006, 275040, 25, 197.85, 37;3, 70586, 275040, 0, 206.00, 44
2026-08-29T07:55:05.037Z,2, 194006, 275040, 26, 197.75, 37;3, 70586, 275040, 0, 206.18, 44
2026-08-29T07:55:06.130Z,2, 194006, 275040, 14, 197.52, 37;3, 70586, 275040, 0, 205.96, 44
2026-08-29T07:55:07.227Z,2, 194006, 275040, 22, 197.21, 37;3, 70586, 275040, 0, 205.92, 44
2026-08-29T07:55:08.319Z,2, 194006, 275040, 0, 195.63, 37;3, 70586, 275040, 0, 206.12, 44
2026-08-29T07:55:09.385Z,2, 190198, 275040, 0, 194.74, 37;3, 70586, 275040, 0, 205.88, 44
2026-08-29T07:55:10.453Z,2, 190266, 275040, 0, 194.43, 37;3, 70586, 275040, 0, 206.45, 44
2026-08-29T07:55:11.580Z,2, 190266, 275040, 0, 194.39, 37;3, 70586, 275040, 0, 206.47, 44
2026-08-29T07:55:12.649Z,2, 190266, 275040, 0, 194.39, 37;3, 70586, 275040, 0, 206.38, 44
2026-08-29T07:55:13.773Z,2, 190266, 275040, 0, 194.39, 37;3, 70586, 275040, 0, 206.53, 45
2026-08-29T07:55:14.867Z,2, 190266, 275040, 0, 194.39, 37;3, 70586, 275040, 0, 206.23, 45
2026-08-29T07:55:15.941Z,2, 190266, 275040, 0, 194.47, 37;3, 70586, 275040, 0, 207.28, 45
2026-08-29T07:55:17.083Z,2, 190266, 275040, 0, 194.35, 37;3, 70586, 275040, 0, 207.10, 45
2026-08-29T07:55:18.173Z,2, 190266, 275040, 0, 194.43, 37;3, 70586, 275040, 0, 206.74, 45
2026-08-29T07:55:19.238Z,2, 190266, 275040, 0, 194.43, 37;3, 70586, 275040, 0, 206.66, 45
2026-08-29T07:55:20.302Z,2, 190266, 275040, 0, 194.35, 37;3, 70586, 275040, 0, 206.38, 45
2026-08-29T07:55:21.367Z,2, 190266, 275040, 0, 194.39, 37;3, 70586, 275040, 0, 206.60, 45
2026-08-29T07:55:22.469Z,2, 190266, 275040, 0, 194.43, 37;3, 70586, 275040, 0, 206.68, 45
2026-08-29T07:55:23.540Z,2, 190266, 275040, 0, 194.43, 37;3, 70586, 275040, 0, 206.43, 45
